price,lat,lon,usable_area,land_area,garage,new,furnished,cellar,parkingLots,reconstructed
27572000,50.03307409200628,14.71247790799372,293,650,1,1,0,0,1,0
11721000,49.13042909200628,16.841053907993718,129,300,0,0,0,0,1,0
11721000,49.13042909200628,16.841053907993718,129,304,0,0,0,0,1,0
20532000,50.18133609200628,14.33843790799372,251,324,1,1,0,0,1,0
4681000,50.27167609200628,14.60260790799372,89,689,0,0,0,0,0,0
35081000,50.00462109200628,14.50821790799372,492,660,1,1,0,1,1,0
19828000,50.05471909200628,14.73049790799372,234,1487,1,0,0,1,1,0
31667000,50.13968409200629,14.58673590799372,213,703,1,1,0,0,1,0
19816000,50.11424409200628,14.54226890799372,178,192,0,0,0,0,1,0
24040000,50.13968409200629,14.58673590799372,170,548,1,1,0,0,1,0
5865000,49.73565809200628,13.69860790799372,269,650,1,0,0,1,0,0
7274000,49.86508309200628,14.74029590799372,529,648,0,0,0,0,1,0
8095000,50.49068209200628,14.81430790799372,389,363,0,0,0,1,0,0
49278000,49.99080809200628,14.43712790799372,558,593,1,0,0,0,1,0
49864000,49.91069909200628,14.28780590799372,527,3087,0,0,0,1,1,0
16191000,50.387013092006285,14.95079190799372,167,838,0,1,0,0,0,0
18537000,50.387013092006285,14.95079190799372,276,838,1,1,0,0,1,0
2933000,49.87106409200628,13.47819190799372,93,488,0,0,0,0,0,0
36958000,49.96327709200628,14.40308290799372,289,883,0,0,0,0,0,0
40947000,50.77935109200628,15.15419390799372,292,801,1,0,0,0,1,0
8154000,50.05607709200629,15.86631390799372,117,834,0,0,0,1,1,1
9268000,49.12022109200628,17.021553907993717,153,217,1,1,0,0,0,0
1055000,50.22126109200628,14.30339790799372,17,408,0,0,0,0,0,0
23231000,49.45635309200628,17.136637907993716,739,294,0,0,0,1,0,0
7262000,48.79293909200628,16.386251907993717,93,200,0,0,1,0,1,0
18655000,49.04816509200628,16.56902590799372,261,1200,0,1,0,0,0,0
14079000,50.06305809200628,14.45093290799372,93,458,0,0,0,0,0,0
17599000,49.339589092006285,18.30754890799372,340,668,0,0,1,0,0,0
12894000,50.028215092006285,14.72013790799372,187,766,1,0,0,0,1,0
16426000,49.33862809200628,18.30773090799372,273,2544,0,0,0,0,0,0
11732000,49.33965809200628,18.30740990799372,119,364,0,0,1,0,0,1
16426000,49.339837092006285,18.30723890799372,157,537,0,0,1,0,0,0
29625000,49.33995909200628,18.30682990799372,533,1119,0,0,0,0,0,0
21705000,50.02100909200628,14.68529790799372,310,701,1,1,1,0,0,0
32734000,50.07584509200628,14.34426690799372,322,531,0,0,0,0,0,0
10547000,50.169293092006285,14.65748390799372,199,682,0,0,0,0,0,0
17482000,50.47787609200629,14.63989190799372,175,4942,1,0,1,0,0,0
21107000,49.90838309200628,14.24781490799372,328,846,1,0,1,1,1,0
26792000,49.775617092006286,14.32226790799372,410,9285,1,0,1,0,1,0
10852000,49.18717309200628,16.628654907993717,87,97,0,1,0,1,1,0
12777000,50.28423409200628,14.48346690799372,170,404,1,0,1,0,1,0
6335000,50.60849109200628,16.115757907993718,122,2072,1,0,1,1,1,0
17587000,49.71875909200628,13.37568990799372,227,288,1,0,0,0,1,0
4681000,49.85947909200628,14.92929090799372,93,860,0,0,0,1,1,0
25812000,50.13981009200628,14.59007890799372,207,617,0,0,1,0,1,0
9727000,49.70398809200629,13.64733490799372,249,745,1,0,0,1,1,0
18760000,50.11316009200628,14.64327590799372,159,479,1,0,0,0,0,0
3426000,50.23928909200628,17.550125907993717,164,300,0,0,0,0,1,0
3754000,49.44149909200628,13.73648690799372,123,196,0,0,0,0,0,0
13023000,49.97254309200628,14.37709190799372,281,332,0,0,0,1,0,0
15252000,50.002633092006285,14.64015690799372,269,635,0,0,0,1,0,0
12554000,49.79818409200628,14.41347290799372,305,1227,1,0,0,1,1,0
26985000,49.95562509200628,14.40082690799372,328,836,1,0,1,1,1,0
1783000,49.77486909200629,18.56127390799372,82,394,0,0,0,0,0,0
10536000,50.64683309200628,15.91975990799372,485,1228,1,0,0,1,1,0
5865000,49.08985609200628,16.389337907993717,175,175,0,0,0,1,0,0
15251000,49.05837709200628,16.47665490799372,239,3937,1,0,0,1,1,0
8211000,49.09615409200628,16.03622090799372,410,1847,0,1,0,1,1,0
2932000,48.91652409200629,16.132021907993717,105,599,0,0,0,0,1,0
1172000,48.92459609200628,16.194542907993718,105,220,0,0,0,0,0,0
4341000,49.667703092006285,16.00004490799372,211,1872,1,0,0,0,0,0
3050000,50.28338009200628,15.50569390799372,76,1315,0,0,0,1,0,0
7626000,50.450585092006285,15.61467390799372,190,2262,0,0,0,0,0,0
4223000,50.42426809200628,15.59455690799372,106,1505,0,0,0,0,0,0
3989000,50.37794609200628,15.63133490799372,158,1147,0,0,0,1,0,0
18901000,50.20218009200628,15.94237390799372,256,1530,0,0,0,0,1,0
4575000,50.11777609200628,16.09290390799372,140,1214,0,0,0,0,0,0
22877000,49.927533092006286,14.52093590799372,303,1183,1,0,0,0,1,0
18655000,50.081830092006285,14.52115890799372,246,292,0,0,0,1,0,0
18760000,49.91273209200628,14.58572090799372,242,677,1,1,0,0,1,0
3156000,49.81611709200628,15.10156590799372,30,356,0,0,1,1,1,1
3402000,50.10148709200628,14.30096890799372,22,926,0,0,0,0,0,0
11134000,50.06937509200628,14.27565090799372,208,403,0,0,0,1,0,0
1865000,49.24176509200628,17.507301907993718,164,1013,0,0,0,0,0,0
5012000,50.63313409200628,15.34319990799372,234,1493,1,0,1,1,1,0
4681000,50.36136309200628,14.23034990799372,375,963,1,0,0,1,1,0
3519000,50.33758309200629,15.22229090799372,140,2111,0,0,0,0,0,0
11146000,49.46980809200628,17.12036190799372,266,1032,1,0,0,1,0,0
1396000,49.21294909200628,16.865259907993718,37,1617,0,0,0,1,0,0
1149000,49.21519209200628,17.725176907993717,68,316,0,0,0,1,0,0
4634000,50.54044409200628,15.37122190799372,82,1521,0,0,0,0,0,0
11721000,49.77968309200628,18.26223490799372,195,932,0,0,0,1,1,0
14022000,50.69029309200628,15.34053490799372,375,2018,1,0,0,1,1,0
15018000,50.02686009200628,14.76679490799372,151,606,1,0,0,0,1,0
13129000,49.97725809200628,14.21985790799372,114,150,0,0,0,0,1,0
10418000,50.22832609200629,15.09573090799372,502,4451,0,0,0,1,1,0
8670000,49.20141709200628,16.806778907993717,131,254,1,0,1,0,0,1
19593000,49.19546209200628,16.506147907993718,269,663,1,0,0,1,1,0
12788000,49.15311209200628,16.587419907993716,125,99,0,0,0,0,0,1
4905000,50.60860209200628,15.44804390799372,187,350,0,0,0,1,1,0
12695000,49.20861209200629,16.80787690799372,227,1192,1,0,0,1,1,0
18760000,50.09868709200628,14.60684590799372,227,359,1,1,0,1,1,0
12300000,50.48501709200628,14.98029590799372,258,7341,0,0,0,1,0,0
4810000,49.56294409200628,18.79909590799372,199,1693,0,0,0,1,1,1
1608000,50.54801709200628,13.78919490799372,37,468,0,0,0,0,1,0
11070000,50.74795309200629,15.31843990799372,305,683,0,0,1,1,1,0
18479000,49.83692309200628,14.23020290799372,287,571,0,0,1,1,1,1
11134000,49.98479209200628,15.37434090799372,161,700,0,1,0,0,0,0
28733000,50.12489809200628,14.55618690799372,348,910,1,0,0,1,1,0
4575000,49.87027509200628,16.87418090799372,164,125,0,0,0,0,0,0
4810000,49.821023092006286,16.83194790799372,114,892,0,0,0,0,0,0
4223000,49.77053609200628,13.43209690799372,82,791,0,0,0,1,1,0
8870000,48.73388809200628,16.77728690799372,175,453,0,0,0,0,0,0
9154000,48.791310092006285,17.02544490799372,269,380,0,0,0,0,0,0
13434000,50.22933709200628,14.32322690799372,164,833,0,1,0,0,0,0
5983000,49.61470909200628,15.23855090799372,125,2029,1,0,0,1,0,0
8447000,50.41569209200628,13.44675790799372,703,1720,1,0,1,1,1,0
17247000,48.98036709200628,16.44909890799372,472,1620,0,0,1,0,0,0
5865000,49.88081109200628,14.10979790799372,234,199,0,0,0,0,0,1
7028000,50.010175092006286,13.87053490799372,258,636,1,0,0,0,1,1
292000,49.17099109200628,17.185985907993718,134,134,0,0,0,0,1,0
1114000,49.916822092006285,15.29887790799372,35,316,0,0,0,1,0,0
1630000,49.83173509200629,16.008279907993717,21,525,0,0,0,0,0,0
21107000,49.95310309200628,14.07877190799372,387,1425,1,0,0,1,1,0
5397000,49.820317092006285,16.833956907993716,111,363,0,0,0,0,0,0
3138000,49.13452609200628,16.893598907993717,39,476,0,0,0,0,0,0
10547000,49.29515609200628,17.17713290799372,244,542,1,1,0,0,0,0
14666000,49.07283109200628,13.70910590799372,401,653,1,0,1,1,1,1
52798000,49.97334009200628,14.54534890799372,404,2596,1,0,0,0,1,1
4047000,50.73304509200628,14.66485390799372,157,4041,0,0,1,0,0,0
4282000,49.595761092006285,15.92806590799372,124,318,0,0,0,0,1,0
18655000,50.56403109200628,13.94122190799372,295,2562,1,0,0,1,1,0
10442000,49.52244309200629,14.65645290799372,132,1310,0,0,0,0,0,1
30388000,49.23199609200629,17.064087907993716,510,4806,1,0,0,1,1,0
11721000,50.129552092006286,14.07295690799372,199,647,1,0,0,1,1,0
4681000,50.73363209200628,15.32815990799372,246,2624,0,0,0,0,0,0
6981000,49.46041609200629,17.06384890799372,171,857,1,1,0,1,1,0
24521000,50.14632909200628,14.42092590799372,166,1005,0,1,0,0,1,0
2053000,48.98550109200628,16.872084907993717,117,297,0,0,0,0,0,0
52798000,50.41573409200628,14.91258190799372,806,2357,1,0,0,0,1,0
7028000,50.85325709200628,15.04585790799372,234,1428,1,0,0,0,0,0
22879000,50.73415509200628,15.09184190799372,214,487,0,0,1,0,1,0
49266000,50.15632309200628,14.49209490799372,850,2737,1,0,0,1,1,0
4810000,50.25286609200628,15.41498990799372,119,1000,1,0,0,1,1,0
19454000,50.12616809200628,14.44338590799372,187,333,0,0,0,0,0,0
19335000,49.95938209200628,14.71094590799372,225,712,0,0,0,0,1,0
18555000,49.25874809200628,16.605848907993717,233,129,1,1,0,0,0,0
26868000,49.97128009200628,14.59998690799372,258,778,1,0,0,0,1,0
7321000,50.27555209200628,14.10256590799372,293,3246,0,0,0,0,1,0
19769000,50.40247109200628,15.00406190799372,197,919,1,1,0,0,1,0
4681000,49.55375009200628,17.11404090799372,234,821,0,0,0,0,1,0
26973000,49.97167309200629,14.57237290799372,337,1201,1,0,0,0,1,0
21107000,50.03590509200628,14.74512090799372,234,2926,0,0,0,0,1,0
14308000,49.64570709200628,14.45824690799372,178,3220,1,0,0,0,1,0
14490000,50.54624709200628,15.01183090799372,133,905,1,1,0,0,1,0
21705000,49.92091509200628,14.02470590799372,237,1054,1,1,0,0,1,0
11066000,48.747975092006286,14.68567490799372,351,2304,1,0,0,0,1,0
34477000,50.09584509200628,14.36444490799372,173,317,0,0,0,0,0,0
26793000,49.32965609200628,14.72785790799372,641,1191,1,0,0,0,1,0
1701000,49.90080709200628,16.594011907993718,29,486,0,0,0,0,1,0
3109000,49.14867909200628,15.21191190799372,117,358,0,0,0,0,1,0
7028000,50.58192909200629,16.338917907993718,150,1552,1,0,0,1,0,0
6910000,50.46558909200628,16.11123190799372,300,439,1,0,0,1,1,0
2100000,50.223733092006285,16.11989290799372,85,180,0,0,0,0,0,0
5268000,50.25600209200629,16.20718990799372,351,9290,0,0,0,1,0,0
1161000,49.89140009200628,15.83093390799372,46,1,0,0,0,0,0,0
4212000,50.01160909200628,17.604658907993716,263,5842,0,0,0,1,1,0
8787000,49.79147409200628,15.41016990799372,351,2100,1,0,1,1,1,0
1161000,49.94569909200628,15.98714890799372,65,303,0,0,0,0,0,0
27560000,50.11721909200628,14.37605090799372,306,373,1,1,0,0,0,0
28158000,50.11721909200628,14.37605090799372,268,284,0,1,0,0,0,0
24052000,50.10111709200629,14.57614890799372,188,214,1,0,0,0,1,0
20581000,50.10111709200629,14.57614890799372,154,214,1,0,0,0,0,0
4575000,50.13247809200628,16.160232907993716,35,2466,1,1,0,0,0,0
19178000,50.10111709200629,14.57614890799372,147,214,0,0,0,0,1,0
26399000,50.10111709200629,14.57614890799372,210,307,1,0,0,0,0,0
7591000,49.95662409200628,14.88959090799372,374,1203,1,0,0,1,1,0
31667000,49.11361809200629,16.62915090799372,224,616,1,0,0,0,1,0
2334000,49.904771092006285,16.08229690799372,129,554,0,0,0,1,0,0
32840000,50.10681309200629,14.48442090799372,772,169,0,0,0,1,1,0
31678000,50.02533409200628,14.33243590799372,410,315,0,0,0,0,1,0
5268000,49.07685609200628,17.87878490799372,224,1550,1,0,0,1,1,0
7379000,50.06974109200628,16.760158907993716,156,1592,0,0,0,1,0,0
29097000,50.01624809200628,14.42492390799372,211,928,0,0,0,0,0,0
24627000,50.15381009200628,14.42223990799372,288,2061,1,0,0,1,1,0
19934000,50.11960309200628,14.41948790799372,212,242,1,0,0,0,1,0
52211000,50.05008409200628,14.34159590799372,309,851,0,0,0,0,0,0
7978000,50.21826709200628,14.09690990799372,234,237,0,0,0,1,0,0
5278000,49.98033609200628,15.97307590799372,527,740,0,0,0,0,0,0
8201000,49.25286209200628,16.574045907993717,66,772,0,0,0,0,0,0
17775000,49.12240709200629,16.66523290799372,173,771,0,0,0,0,1,0
9268000,50.12286109200628,15.40025990799372,222,3392,0,0,0,1,0,0
17012000,50.06884109200628,14.56829490799372,144,301,0,1,0,0,1,0
6101000,49.71324609200628,15.84653090799372,219,1184,0,0,0,1,0,0
21001000,49.886712092006285,14.74303590799372,258,1265,1,0,1,0,1,0
8201000,49.795053092006285,13.87130390799372,146,1404,1,0,0,0,0,0
4094000,49.88929509200628,15.54580990799372,211,1039,0,0,0,0,0,0
2815000,50.01071609200629,15.50855090799372,84,242,1,0,0,0,1,0
5620000,49.99280609200628,15.21902690799372,140,382,1,0,0,0,1,0
4223000,50.15308509200628,15.39459490799372,63,198,0,0,1,0,1,1
4217000,50.18169509200628,15.47415090799372,164,345,0,0,0,0,1,0
34013000,49.13360309200628,16.58468490799372,285,865,1,1,0,0,1,0
23348000,49.10839909200628,16.599327907993718,221,480,1,0,0,0,1,0
3508000,49.03843409200629,16.074844907993718,132,711,1,0,0,1,1,1
23465000,49.09908409200628,16.56671990799372,234,524,1,0,0,0,1,0
11603000,49.74270009200628,15.19278490799372,351,4900,1,0,1,1,1,1
13199000,50.05102609200628,12.99345990799372,217,1170,1,0,1,0,1,0
12894000,49.34470809200628,17.376243907993718,293,786,1,0,0,0,1,1
5279000,49.05776709200628,17.986990907993718,187,590,1,0,0,0,1,0
10558000,49.088700092006285,17.766830907993718,341,378,0,0,0,0,0,0
10558000,49.08640809200628,17.761112907993716,341,378,0,0,0,0,0,0
7028000,50.02552109200628,15.56163790799372,237,396,1,0,0,1,1,0
6441000,49.542092092006285,14.22359690799372,124,819,0,0,0,1,0,0
11721000,50.16298409200628,14.56812790799372,140,370,0,0,1,0,1,0
8553000,49.29034909200628,13.84180290799372,112,1045,0,0,0,1,1,0
3285000,49.749982092006285,16.002791907993718,93,856,0,0,0,0,0,0
5854000,50.59974809200628,13.63723390799372,117,271,0,0,0,1,1,0
4981000,49.57856509200628,16.90084490799372,187,1001,1,0,0,1,0,0
3050000,49.80475709200629,17.26330990799372,70,5709,0,0,0,0,0,0
1982000,48.97786809200628,17.175295907993718,66,386,0,0,0,1,0,0
4927000,50.59668809200628,14.40717490799372,272,159,1,0,0,0,1,0
12319000,49.96986109200628,15.87949890799372,104,1917,0,1,1,0,0,0
8506000,49.75900809200628,15.99513190799372,131,410,0,1,0,0,1,0
7274000,49.79314909200628,18.54032190799372,422,1040,1,0,1,1,1,0
2217000,49.95327109200628,14.98915390799372,80,144,0,0,0,0,0,0
22286000,49.10372309200629,16.589888907993718,307,1007,1,1,0,0,1,0
9726000,50.16044309200628,14.07258190799372,158,373,0,0,0,1,0,0
5279000,48.829576092006285,14.64839690799372,136,101,0,0,0,1,0,0
29332000,50.07022609200628,14.37487590799372,1,2,0,0,0,1,1,0
7626000,50.122708092006285,15.28024490799372,96,187,0,1,0,0,1,0
8213000,50.081197092006285,15.81749290799372,91,321,0,0,0,0,0,0
1114000,49.94754109200628,17.49406290799372,82,478,0,0,0,1,0,0
9620000,49.47411109200628,15.49160390799372,337,2940,0,0,0,0,1,0
4446000,50.01090309200628,15.05897090799372,140,961,0,0,0,1,1,0
3226000,50.75762709200628,14.12728990799372,175,1066,0,0,0,1,0,0
2334000,50.12868609200629,13.93079290799372,280,280,0,0,0,1,0,0
4212000,50.93897009200628,14.56553090799372,271,1069,0,0,0,0,0,0
5866000,50.16504009200628,12.53820190799372,137,3558,1,0,1,0,1,0
12894000,50.71862909200628,15.19270090799372,351,426,1,0,0,0,1,0
4106000,49.62848809200628,18.45806190799372,174,556,1,0,0,0,1,0
12894000,49.61467109200628,17.097252907993717,160,587,0,1,0,0,1,0
5279000,50.82710009200628,14.23243890799372,322,2196,0,0,0,0,0,0
8154000,50.75404809200628,14.18999490799372,388,906,1,0,0,1,1,0
4669000,50.75170609200628,14.17599190799372,193,2901,1,0,0,0,0,0
2991000,50.73000809200628,14.32489690799372,150,159,0,0,0,0,0,0
12894000,49.266862092006285,16.278065907993717,160,561,1,1,0,0,1,0
13363000,50.011357092006286,15.73810290799372,141,304,0,1,0,0,1,0
9972000,50.03765609200628,17.09584490799372,195,1590,0,0,1,0,1,0
13258000,49.15957709200628,16.51831090799372,239,216,1,0,0,0,1,1
29320000,49.96315909200628,14.75006890799372,232,909,1,1,0,0,1,0
10547000,48.847711092006286,17.154129907993717,139,276,0,1,0,0,1,0
10090000,50.29091409200628,13.74349890799372,228,692,1,0,0,0,0,1
11674000,49.91711909200628,14.77427590799372,93,1294,0,0,0,1,0,0
7837000,48.920354092006285,15.69912990799372,211,1056,1,0,0,0,1,0
18655000,50.39471209200628,14.92130190799372,398,592,0,0,0,0,0,0
3273000,49.47154309200628,16.57085090799372,49,220,0,0,0,1,0,0
7028000,50.19232709200628,13.56072790799372,111,361,0,1,0,0,0,0
9386000,50.47534309200629,13.63255590799372,211,811,0,0,0,0,0,0
9327000,49.15982509200628,17.523680907993718,234,1016,1,0,1,1,1,0
12369000,49.161244092006285,16.36990290799372,106,1493,1,0,0,0,1,0
6213000,49.18375109200628,16.310804907993717,100,817,1,0,0,1,0,0
3239000,49.18375109200628,16.310804907993717,50,516,0,0,0,1,0,0
3114000,49.18375109200628,16.310804907993717,50,301,1,0,0,0,0,0
1131000,49.212602092006286,15.67339590799372,93,673,0,0,0,1,0,0
5591000,49.22736509200628,16.265222907993717,111,487,0,0,0,0,1,0
10324000,49.04049009200628,14.46733990799372,301,453,1,0,0,0,1,0
4810000,49.15635409200628,13.89555590799372,214,1263,0,0,0,1,1,0
8787000,49.04033809200628,14.47131490799372,265,1236,1,0,0,1,1,0
3132000,48.88898209200628,14.50414890799372,46,423,0,0,0,1,1,0
4212000,49.36890509200628,13.52660390799372,220,2464,0,0,0,1,1,1
6687000,50.57240009200628,14.35831390799372,402,656,0,0,0,0,0,0
8383000,50.65945209200628,14.02379890799372,351,341,1,0,0,0,0,0
4927000,50.52713909200628,15.65092490799372,150,522,1,0,1,1,1,0
8095000,50.31337509200628,14.03181590799372,303,1625,0,0,0,0,0,0
19887000,50.06149009200628,14.51997790799372,146,301,0,0,0,0,1,1
11134000,49.93504809200629,14.04754590799372,269,169,0,0,1,0,1,0
21084000,49.83944809200628,14.39220890799372,187,807,0,1,0,0,0,0
5009000,49.54401509200628,17.25563090799372,58,436,0,0,1,0,1,0
6218000,50.91611609200629,15.08392190799372,152,296,1,0,0,1,1,0
15827000,50.21804909200628,15.85080390799372,227,905,1,0,1,1,0,0
49160000,50.05185009200628,14.33367690799372,330,426,1,1,0,0,1,0
14666000,50.57721809200629,13.57199990799372,361,1634,0,0,1,0,1,0
2757000,49.31743709200628,16.434626907993717,82,560,0,0,1,1,0,0
3050000,50.08518709200628,13.40143090799372,234,814,0,0,0,0,0,0
7273000,49.69158309200628,17.984262907993717,104,196,0,1,0,0,0,0
21588000,49.98129409200628,14.41965190799372,187,749,0,0,0,0,0,0
12026000,49.61472809200628,18.08869990799372,254,1917,1,0,0,0,1,0
5385000,49.62149109200628,17.65937890799372,96,239,0,1,0,0,0,0
4758000,50.10719409200628,12.54200490799372,117,386,0,0,0,0,0,0
2874000,49.82116809200628,16.83913290799372,62,662,0,0,0,0,0,0
12788000,49.964665092006285,17.010006907993716,146,728,1,1,0,0,1,0
4681000,50.13988209200628,16.594833907993717,164,4100,0,0,0,0,0,0
24627000,50.05512009200629,14.50772790799372,527,280,1,0,0,0,0,0
14900000,49.20929109200628,15.40301090799372,351,3358,1,0,0,1,1,1
13481000,50.16375109200628,14.66783490799372,167,469,0,0,0,1,0,1
4458000,49.57227409200628,18.10269090799372,92,959,1,0,0,0,0,0
5854000,50.360688092006285,16.324526907993718,586,734,1,0,0,0,1,0
6793000,49.82762209200628,18.36339290799372,492,2338,0,0,0,1,1,0
14771000,50.15433609200628,14.72425290799372,229,100,1,1,0,0,1,0
19934000,50.15917709200628,14.72419090799372,631,830,1,0,0,1,0,0
5620000,50.13733809200628,15.65411990799372,411,991,1,0,0,0,0,0
6453000,49.98750409200628,14.38396190799372,41,293,0,0,1,1,0,0
10547000,50.211316092006285,15.79444690799372,234,939,1,0,0,1,1,0
19934000,50.67714809200629,15.77436290799372,339,494,0,0,1,0,1,0
13833000,50.13477809200628,14.49282490799372,85,147,0,0,0,0,0,0
5854000,50.03889909200628,13.87529390799372,140,476,0,0,0,0,0,1
10547000,50.23751909200628,12.84167390799372,154,195,0,0,0,0,1,0
2639000,50.93977509200628,14.56872290799372,184,210,0,0,0,0,1,0
9374000,50.09812309200628,15.82701790799372,95,315,0,1,0,0,1,0
9374000,49.187966092006285,17.60930290799372,293,785,1,0,0,0,0,0
14431000,50.02066909200628,14.21052890799372,122,204,0,0,0,0,1,0
7239000,49.43852709200628,17.96443790799372,380,6750,0,0,0,0,0,0
3860000,49.63387409200628,14.31370390799372,153,1272,0,0,0,0,1,0
12190000,50.14896509200628,14.58366290799372,132,341,1,0,0,1,1,0
16660000,49.18802709200628,17.50210890799372,276,1086,0,1,1,0,0,0
3836000,49.15925309200628,16.73672190799372,93,120,0,0,0,0,0,0
7966000,49.855031092006286,18.22486190799372,96,720,0,0,0,0,0,0
9961000,49.87670609200628,14.62933790799372,168,975,1,0,1,1,1,0
2757000,49.11261509200628,16.256180907993716,134,1391,1,0,0,1,1,0
19347000,49.22147509200628,16.615477907993718,131,185,0,1,0,0,1,0
11028000,50.32650509200628,14.81615190799372,149,446,1,1,0,0,1,0
11545000,49.248220092006285,17.719889907993718,138,488,0,0,0,0,1,0
5854000,49.83831909200628,18.43121190799372,237,1350,1,0,0,0,0,0
17834000,49.90118909200629,18.24496690799372,290,1191,1,0,1,0,1,0
4282000,50.405908092006285,14.91363690799372,152,240,0,0,0,0,0,0
9620000,50.285653092006285,14.08442690799372,224,640,1,0,0,0,1,0
14078000,49.214921092006286,17.678070907993717,229,611,0,0,0,0,1,1
7390000,49.696614092006286,16.03618290799372,175,868,1,0,0,0,1,0
25779000,50.09866409200628,14.32934790799372,143,418,1,1,0,0,1,0
8201000,50.27485809200628,15.35889890799372,225,1188,1,0,0,0,1,1
3285000,50.25069909200628,13.92606590799372,351,320,0,0,0,0,0,0
7638000,50.20181009200628,15.42359290799372,125,563,1,1,0,0,1,0
5514000,49.17122009200628,15.46793390799372,99,193,0,0,0,0,0,1
4352000,49.46389909200628,16.133732907993718,140,525,0,0,0,0,1,0
2334000,49.60741909200628,16.427896907993716,117,894,0,0,0,0,0,0
1396000,50.37204809200628,13.95145190799372,62,113,0,0,0,0,0,0
11674000,49.74397409200628,14.16626390799372,159,268,1,0,0,0,1,1
3860000,50.067159092006285,15.40271390799372,52,576,1,0,1,0,0,1
15892000,49.85203309200628,14.27277190799372,222,2507,0,0,0,0,0,0
2100000,49.87171309200628,15.92396790799372,62,260,0,0,0,0,0,0
5620000,48.97084109200628,17.10399490799372,364,566,1,0,0,1,1,0
6042000,49.130647092006285,14.95134490799372,103,1142,0,0,0,0,1,0
15229000,49.86451109200628,13.91050390799372,375,1834,1,0,0,0,1,0
7626000,50.019651092006285,13.90083490799372,84,760,0,0,0,0,0,0
24639000,49.57744709200628,18.37529490799372,240,1978,1,0,0,0,1,1
18772000,49.57744709200628,18.37529490799372,240,1340,0,0,0,1,1,1
24639000,49.82981609200628,18.31135490799372,776,1741,0,0,0,0,0,0
23348000,48.87548909200628,16.655584907993717,356,592,0,0,1,0,1,0
3109000,50.01563009200628,14.08571590799372,39,547,0,0,1,1,0,0
5749000,49.80451309200628,16.751694907993716,117,3590,0,0,1,1,1,0
14056000,49.91287009200628,16.40869390799372,215,2110,0,0,1,0,1,1
11615000,48.743177092006285,14.06909990799372,137,376,0,1,1,1,1,0
15135000,48.95848609200628,14.50469690799372,351,215,1,0,0,1,1,0
4575000,50.39258309200629,15.28779390799372,73,1000,0,0,0,0,1,0
6218000,48.62759109200629,14.24105390799372,59,160,0,0,1,0,0,0
8095000,49.26022809200628,14.75642490799372,175,4816,1,0,0,1,0,0
9139000,48.69059109200628,14.44138190799372,217,122,1,0,0,0,1,0
10559000,48.791062092006285,14.32524390799372,316,530,0,0,0,1,1,1
7567000,48.66938509200628,14.42199190799372,159,700,1,1,0,0,1,0
9374000,50.13367909200628,15.80217990799372,109,41,0,0,0,0,1,0
46333000,49.94834609200628,14.33152690799372,430,1873,1,0,0,1,1,0
1407000,49.65579709200628,17.428930907993717,58,152,0,0,1,0,0,0
1143000,49.66056909200629,15.40293190799372,35,544,0,0,0,0,0,0
21705000,50.76896009200628,15.08726990799372,269,585,0,0,0,1,1,1
46333000,50.10121309200628,14.35319790799372,430,1201,1,0,0,0,1,0
7333000,49.93866809200628,15.67399890799372,175,1085,1,0,0,0,0,0
7919000,50.01754109200628,15.97947090799372,152,663,0,1,0,0,0,0
5854000,49.52961809200628,18.07198790799372,234,936,1,0,0,1,0,0
13481000,50.087926092006285,15.19668690799372,405,2504,0,0,0,1,0,0
15135000,49.66249609200628,18.39053790799372,202,1850,0,0,0,0,1,0
10195000,50.07783609200628,12.38791490799372,130,730,0,1,0,0,1,0
16778000,50.129476092006286,14.75308190799372,136,557,0,1,0,0,0,0
17364000,50.12968509200629,14.75161390799372,143,484,0,1,0,0,0,0
29214000,49.95975609200628,14.40831390799372,247,400,1,0,0,0,1,0
18760000,49.94497809200628,14.39352290799372,160,121,1,1,0,0,1,0
9714000,50.73761509200628,14.61468790799372,492,5795,0,0,0,1,1,0
8211000,50.44820909200628,14.24005190799372,378,995,1,0,0,1,1,0
13962000,49.12571109200629,13.24693790799372,351,850,1,0,1,1,1,0
14666000,50.18412109200628,14.02050090799372,360,2420,1,0,0,1,1,0
1525000,50.10024009200628,14.37298690799372,22,416,0,0,0,1,0,0
15251000,50.17505009200628,14.33031190799372,157,756,1,1,0,0,1,0
3982000,49.26685409200629,16.397545907993717,87,173,0,0,0,0,0,0
5854000,49.31726209200628,13.65984290799372,140,3641,0,0,0,0,1,0
22175000,49.98286909200628,14.47969290799372,131,341,0,0,1,1,1,0
2874000,49.75690909200628,13.06310290799372,51,628,0,0,0,1,0,0
10910000,50.35677809200628,12.82934290799372,340,205,0,0,0,1,0,0
6570000,50.19257109200628,15.30432090799372,171,663,1,0,0,0,1,0
11732000,50.085134092006285,14.17981790799372,118,145,0,1,0,0,1,0
8189000,49.67789609200628,14.49442290799372,184,1998,0,0,0,0,0,0
18760000,50.40611409200629,14.91247690799372,471,500,0,0,0,0,0,1
1009000,50.27489609200628,14.84643790799372,49,150,0,0,0,0,1,0
3109000,50.14338409200628,14.61539290799372,19,725,0,0,0,0,0,0
12319000,50.39036709200628,14.99071990799372,126,407,1,0,0,0,1,0
23454000,50.16368609200628,14.44005590799372,293,820,1,1,0,0,1,0
